iter	RMSE
142	7402.715723
143	7402.525439
144	7402.250154
145	7402.126617
146	7401.967665
147	7401.900445
148	7401.87066
149	7401.762395
150	7401.722765
151	7401.637945
152	7401.481959
153	7401.411636
154	7401.379322
155	7401.202602
156	7401.018845
157	7400.952906
158	7400.95289
159	7400.781949
160	7400.73516
161	7400.703407
162	7400.673745
163	7400.565022
164	7400.459648
165	7400.29018
166	7400.274526
167	7400.155592
168	7400.042039
169	7399.987924
170	7399.986732
171	7399.821421
172	7399.745264
173	7399.673691
174	7399.495811
175	7399.475556
176	7399.412137
177	7399.306524
178	7399.192975
179	7399.078612
180	7398.977652
181	7398.789904
182	7398.709219
183	7398.691821
184	7398.558999
185	7398.440736
186	7398.252384
187	7398.083407
188	7398.019419
189	7398.002561
190	7397.951356
191	7397.903999
192	7397.809553
193	7397.766862
194	7397.615232
195	7397.610128
196	7397.610124
197	7397.533245
198	7397.477946
199	7397.391882
200	7397.372825
201	7397.291839
202	7397.16066
203	7397.112362
204	7397.03048
205	7397.003024
206	7396.977042
207	7396.952163
208	7396.890578
209	7396.774688
210	7396.724967
211	7396.686071
212	7396.622472
213	7396.543555
214	7396.47039
215	7396.448975
216	7396.379466
217	7396.342552
218	7396.322409
219	7396.216167
220	7396.168674
221	7396.079683
222	7396.064374
223	7396.04677
224	7395.996028
225	7395.95489
226	7395.860253
227	7395.801823
228	7395.794621
229	7395.76582
230	7395.75795
231	7395.658738
232	7395.586084
233	7395.564459
234	7395.525287
235	7395.438101
236	7395.427969
237	7395.351745
238	7395.344947
239	7395.274473
240	7395.216987
241	7395.145154
242	7395.123461
243	7395.100194
244	7395.066411
245	7394.999711
246	7394.968337
247	7394.923103
248	7394.886383
249	7394.87459
250	7394.821583
251	7394.795928
252	7394.747111
253	7394.719418
254	7394.704036
255	7394.658687
256	7394.623137
257	7394.597303
258	7394.576078
259	7394.542261
260	7394.493932
261	7394.467178
262	7394.440201
263	7394.419368
264	7394.401178
265	7394.376757
266	7394.360065
267	7394.344592
268	7394.304888
269	7394.268159
270	7394.24727
271	7394.227543
272	7394.208983
273	7394.177843
274	7394.165218
275	7394.150678
276	7394.132604
277	7394.102616
278	7394.085448
279	7394.057643
280	7394.039975
281	7394.026512
282	7394.008103
283	7393.990915
284	7393.979861
285	7393.968516
286	7393.955774
287	7393.937066
288	7393.914666
289	7393.908027
290	7393.892497
291	7393.879178
292	7393.868803
293	7393.863255
294	7393.843532
295	7393.82528
296	7393.818732
297	7393.812122
298	7393.795239
299	7393.787395
300	7393.78014
301	7393.768274
302	7393.755011
303	7393.746236
304	7393.7378
305	7393.733855
306	7393.72358
307	7393.713864
308	7393.706514
309	7393.699105
310	7393.679689
311	7393.673145
312	7393.668806
313	7393.665661
314	7393.654284
315	7393.650178
316	7393.64482
317	7393.638952
318	7393.635931
319	7393.633262
320	7393.616605
321	7393.610365
322	7393.604996
323	7393.589786
324	7393.575694
325	7393.562637
326	7393.550248
327	7393.547259
328	7393.539262
329	7393.527626
330	7393.525325
331	7393.518529
332	7393.510586
333	7393.506371
334	7393.502904
335	7393.498727
336	7393.494908
337	7393.489762
338	7393.48456
339	7393.481989
340	7393.471843
341	7393.469864
342	7393.467119
343	7393.465042
344	7393.461103
345	7393.45797
346	7393.454204
347	7393.451114
348	7393.441586
349	7393.43989
350	7393.436503
351	7393.433693
352	7393.432482
353	7393.431359
354	7393.428235
355	7393.425032
356	7393.42274
357	7393.421365
358	7393.418336
359	7393.415637
360	7393.411078
361	7393.407583
362	7393.399763
363	7393.392521
364	7393.388588
365	7393.384448
366	7393.376701
367	7393.375136
368	7393.374036
369	7393.3669
370	7393.363966
371	7393.361697
372	7393.356817
373	7393.355683
374	7393.354391
375	7393.352632
376	7393.351446
377	7393.345231
378	7393.343143
379	7393.337201
380	7393.331615
381	7393.326442
382	7393.325854
383	7393.324281
384	7393.323317
385	7393.321558
386	7393.316854
387	7393.311749
388	7393.310455
389	7393.305742
390	7393.304169
391	7393.303713
392	7393.299347
393	7393.297894
394	7393.297483
395	7393.293981
396	7393.292618
397	7393.291635
398	7393.290485
399	7393.286655
400	7393.283106
401	7393.282567
402	7393.279308
403	7393.276288
404	7393.273445
405	7393.272801
406	7393.272372
407	7393.270397
408	7393.267319
409	7393.265489
410	7393.263666
411	7393.262565
412	7393.261689
413	7393.260121
414	7393.259372
415	7393.25592
416	7393.254446
417	7393.251809
418	7393.251315
419	7393.249982
420	7393.249589
421	7393.248952
422	7393.247596
423	7393.246319
424	7393.245298
425	7393.242252
426	7393.241453
427	7393.239191
428	7393.238745
429	7393.236794
430	7393.234754
431	7393.233636
432	7393.233084
433	7393.232044
434	7393.230092
435	7393.229767
436	7393.229329
437	7393.228735
438	7393.226923
439	7393.225363
440	7393.224999
441	7393.224659
442	7393.223972
443	7393.223731
444	7393.221115
445	7393.218691
446	7393.21803
447	7393.21782
448	7393.216851
449	7393.216654
450	7393.214483
451	7393.214174
452	7393.213988
453	7393.213594
454	7393.211969
455	7393.211539
456	7393.211229
457	7393.211059
458	7393.210627
459	7393.209748
460	7393.20826
461	7393.208015
462	7393.207686
463	7393.207417
464	7393.207116
465	7393.206741
466	7393.205923
467	7393.2058
468	7393.205294
469	7393.204097
470	7393.203965
471	7393.203842
472	7393.20202
473	7393.201902
474	7393.201793
475	7393.201693
476	7393.200352
477	7393.199426
478	7393.198171
479	7393.197822
480	7393.196656
481	7393.196468
482	7393.19539
483	7393.195299
484	7393.194562
485	7393.193051
486	7393.192747
487	7393.191359
488	7393.191166
489	7393.190215
490	7393.19006
491	7393.189889
492	7393.189247
493	7393.188376
494	7393.18809
495	7393.188007
496	7393.187929
497	7393.187674
498	7393.187603
499	7393.187368
500	7393.187151
501	7393.1863
502	7393.186238
503	7393.185908
504	7393.185694
505	7393.184535
506	7393.184417
507	7393.184303
508	7393.183192
509	7393.182898
510	7393.182183
511	7393.181294
512	7393.180999
513	7393.180906
514	7393.180656
515	7393.180565
516	7393.180281
517	7393.180014
518	7393.179375
519	7393.179107
520	7393.178516
521	7393.178312
522	7393.178278
523	7393.178205
524	7393.178113
525	7393.17793
526	7393.177683
527	7393.177654
528	7393.177436
529	7393.176517
530	7393.175665
531	7393.175609
532	7393.175091
533	7393.174311
534	7393.174285
535	7393.174233
536	7393.174189
537	7393.173632
538	7393.173546
539	7393.172801
540	7393.172327
541	7393.172193
542	7393.172112
543	7393.171644
544	7393.171569
545	7393.17094
546	7393.170247
547	7393.170074
548	7393.169959
549	7393.169938
550	7393.169898
551	7393.169813
552	7393.169654
553	7393.169505
554	7393.169439
555	7393.169408
556	7393.169379
557	7393.169305
558	7393.169175
559	7393.168769
560	7393.16875
561	7393.168385
562	7393.167754
563	7393.167383
564	7393.167294
565	7393.166905
566	7393.166327
567	7393.165767
568	7393.165677
569	7393.165159
570	7393.164639
571	7393.164615
572	7393.16449
573	7393.164402
574	7393.164126
575	7393.163723
576	7393.163268
577	7393.162819
578	7393.162798
579	7393.162758
580	7393.162499
581	7393.162467
582	7393.162374
583	7393.16235
584	7393.162078
585	7393.162006
586	7393.161935
587	7393.161695
588	7393.161629
589	7393.161222
590	7393.161156
591	7393.160801
592	7393.16058
593	7393.160522
594	7393.16044
595	7393.160358
596	7393.160218
597	7393.159825
598	7393.159704
599	7393.159688
600	7393.159577
601	7393.159561
602	7393.159459
603	7393.15911
604	7393.158777
605	7393.158738
606	7393.158667
607	7393.158593
608	7393.158554
609	7393.158342
610	7393.158281
611	7393.158269
612	7393.158212
613	7393.15791
614	7393.1579
615	7393.15762
616	7393.157588
617	7393.157326
618	7393.157104
619	7393.157096
620	7393.157018
621	7393.15672
622	7393.156656
623	7393.15643
624	7393.156255
625	7393.156244
626	7393.156036
627	7393.155844
628	7393.155829
629	7393.155544
630	7393.155314
631	7393.155043
632	7393.154992
633	7393.154986
634	7393.154811
635	7393.154649
636	7393.154598
637	7393.154446
638	7393.154192
639	7393.154026
640	7393.153887
641	7393.153843
642	7393.153811
643	7393.153801
644	7393.153787
645	7393.153742
646	7393.153699
647	7393.153571
648	7393.153523
649	7393.153498
650	7393.15338
651	7393.153226
652	7393.153184
653	7393.153163
654	7393.152977
655	7393.15294
656	7393.152811
657	7393.15264
658	7393.152604
659	7393.152583
660	7393.15255
661	7393.152519
662	7393.152411
663	7393.152402
664	7393.152387
665	7393.152359
666	7393.152354
667	7393.152253
668	7393.15224
669	7393.152225
670	7393.152024
671	7393.15202
672	7393.151927
673	7393.151784
674	7393.151758
675	7393.151754
676	7393.151741
677	7393.151559
678	7393.151545
679	7393.151516
680	7393.151436
681	7393.151424
682	7393.151302
683	7393.151268
684	7393.151257
685	7393.151155
686	7393.151126
687	7393.151103
688	7393.150933
689	7393.150927
690	7393.150925
691	7393.150921
692	7393.150806
693	7393.150705
694	7393.150696
695	7393.15055
696	7393.150542
697	7393.150517
698	7393.15051
699	7393.150504
700	7393.150499
701	7393.150494
702	7393.150488
703	7393.150464
704	7393.15043
705	7393.150407
706	7393.150294
707	7393.150189
708	7393.15017
709	7393.150103
710	7393.14997
711	7393.149879
712	7393.14986
713	7393.149848
714	7393.149845
715	7393.149722
716	7393.14971
717	7393.149691
718	7393.149634
719	7393.149615
720	7393.149525
721	7393.14952
722	7393.149496
723	7393.149486
724	7393.149435
725	7393.149418
726	7393.149332
727	7393.14931
728	7393.149306
729	7393.149187
730	7393.149173
731	7393.149061
732	7393.148989
733	7393.148942
734	7393.148922
735	7393.148819
736	7393.148749
737	7393.148737
738	7393.148671
739	7393.148626
740	7393.148623
741	7393.148582
742	7393.148578
743	7393.148517
744	7393.148478
745	7393.148459
746	7393.148381
747	7393.14837
748	7393.148354
749	7393.148351
750	7393.148344
751	7393.148342
752	7393.148332
753	7393.148322
754	7393.148306
755	7393.148219
756	7393.148206
757	7393.148124
758	7393.148106
759	7393.148105
760	7393.148056
761	7393.148054
762	7393.148052
763	7393.147984
764	7393.147982
765	7393.147966
766	7393.147913
767	7393.147841
768	7393.147839
769	7393.147837
770	7393.147765
771	7393.147751
772	7393.147738
773	7393.147724
774	7393.147659
775	7393.147656
776	7393.147599
777	7393.147572
778	7393.14757
779	7393.147556
780	7393.14751
781	7393.147498
782	7393.147488
783	7393.147438
784	7393.147379
785	7393.147368
786	7393.147343
787	7393.147341
788	7393.147336
789	7393.147292
790	7393.147284
791	7393.147273
792	7393.147264
793	7393.147263
794	7393.147254
795	7393.147245
796	7393.147244
797	7393.147244
798	7393.147243
799	7393.147234
800	7393.147226
801	7393.147168
802	7393.147165
803	7393.147157
804	7393.147155
805	7393.14715
806	7393.147149
807	7393.147147
808	7393.147126
809	7393.147118
810	7393.147118
811	7393.147111
812	7393.14711
813	7393.14711
814	7393.147104
815	7393.147102
816	7393.147081
817	7393.147072
818	7393.147064
819	7393.147062
820	7393.147057
821	7393.147052
822	7393.147018
823	7393.147001
824	7393.147
825	7393.146993
826	7393.146989
827	7393.146973
828	7393.14697
829	7393.146956
830	7393.146955
831	7393.146914
832	7393.146914
833	7393.146914
834	7393.146913
835	7393.146913
836	7393.146906
837	7393.146906
838	7393.1469
839	7393.146896
840	7393.146853
841	7393.146851
842	7393.146847
843	7393.14684
844	7393.146812
845	7393.146807
846	7393.146805
847	7393.146804
848	7393.14679
849	7393.146784
850	7393.146783
851	7393.146746
852	7393.146745
853	7393.146705
854	7393.146699
855	7393.146662
856	7393.146658
857	7393.146657
858	7393.146652
859	7393.146646
860	7393.146635
861	7393.14663
862	7393.146629
863	7393.146629
864	7393.146618
865	7393.146581
866	7393.146576
867	7393.146575
868	7393.146573
869	7393.146563
870	7393.146562
871	7393.146559
872	7393.146554
873	7393.146554
874	7393.146509
875	7393.1465
876	7393.146478
877	7393.146469
878	7393.146449
879	7393.146449
880	7393.146448
881	7393.146448
882	7393.146447
883	7393.146445
884	7393.146441
885	7393.146407
886	7393.146399
887	7393.146392
888	7393.146391
889	7393.146388
890	7393.146356
891	7393.146352
892	7393.146352
893	7393.146351
894	7393.146344
895	7393.14634
896	7393.14634
897	7393.146338
898	7393.146337
899	7393.146333
900	7393.14633
901	7393.146329
902	7393.146329
903	7393.146328
904	7393.146325
905	7393.146324
906	7393.146293
907	7393.146277
908	7393.146275
909	7393.146245
910	7393.146245
911	7393.146244
912	7393.146241
913	7393.146226
914	7393.146213
915	7393.1462
916	7393.146197
917	7393.146197
918	7393.146194
919	7393.146194
920	7393.146191
921	7393.146191
922	7393.146185
923	7393.146154
924	7393.146153
925	7393.146151
926	7393.14614
927	7393.146138
928	7393.146136
929	7393.146135
930	7393.146133
931	7393.146133
932	7393.146131
933	7393.146129
934	7393.146101
935	7393.146068
936	7393.146065
937	7393.146038
938	7393.146034
939	7393.146032
940	7393.146023
941	7393.146002
942	7393.146
943	7393.145972
944	7393.14597
945	7393.145966
946	7393.145958
947	7393.145958
948	7393.145958
949	7393.145954
950	7393.145954
951	7393.145953
952	7393.145951
953	7393.14595
954	7393.145949
955	7393.145927
956	7393.145926
957	7393.145925
958	7393.145924
959	7393.145924
960	7393.145924
961	7393.145922
962	7393.145919
963	7393.145896
964	7393.145895
965	7393.145894
966	7393.145893
967	7393.145892
968	7393.145892
969	7393.14589
970	7393.14589
971	7393.14589
972	7393.145869
973	7393.145848
974	7393.145848
975	7393.145846
976	7393.145845
977	7393.145842
978	7393.145822
979	7393.145821
980	7393.145798
981	7393.145798
982	7393.145798
983	7393.145796
984	7393.14578
985	7393.145779
986	7393.145779
987	7393.145776
988	7393.14577
989	7393.145769
990	7393.145769
991	7393.145767
992	7393.145766
993	7393.145766
994	7393.145752
995	7393.145751
996	7393.145751
997	7393.145751
998	7393.145751
999	7393.14575
