iter	Logloss
501	0.214249734
502	0.2140127777
503	0.2137245563
504	0.2135743056
505	0.2134391917
506	0.2132060312
507	0.2130011909
508	0.2128538721
509	0.2126303911
510	0.2124709015
511	0.2122882372
512	0.2120779982
513	0.2119206728
514	0.2117820474
515	0.2116255064
516	0.2112810387
517	0.211123896
518	0.2108489967
519	0.2105779433
520	0.2103755912
521	0.2100455092
522	0.2099343067
523	0.2097863838
524	0.2094948864
525	0.2093907762
526	0.2092348911
527	0.2090938026
528	0.2088887879
529	0.2086630136
530	0.2085019989
531	0.2083479404
532	0.2080745214
533	0.207880009
534	0.2076895684
535	0.2075419736
536	0.2074157397
537	0.2071437259
538	0.2069983453
539	0.2069774712
540	0.2064144227
541	0.2062250048
542	0.2058738684
543	0.2057800717
544	0.2054636158
545	0.2053161138
546	0.2051219034
547	0.2050122366
548	0.2046543793
549	0.2043264907
550	0.2041599975
551	0.2040284881
552	0.2037902795
553	0.2035045934
554	0.2034198967
555	0.2032281094
556	0.2031239388
557	0.2029013934
558	0.202675622
559	0.2023457083
560	0.2021258377
561	0.2020255174
562	0.2018446372
563	0.2016895619
564	0.2015507268
565	0.2013776694
566	0.2012206205
567	0.2010143921
568	0.2008527701
569	0.2006537372
570	0.2001919887
571	0.1999776427
572	0.1997426258
573	0.1995237002
574	0.19932995
575	0.1990737096
576	0.1988552718
577	0.1986702946
578	0.1984722531
579	0.1982936246
580	0.1982656125
581	0.1980979022
582	0.1979257385
583	0.1977262047
584	0.197587601
585	0.1974712174
586	0.1973717049
587	0.1971916385
588	0.196995774
589	0.1967440013
590	0.1963753477
591	0.1962562934
592	0.1962168909
593	0.1961518066
594	0.1956713956
595	0.1954667584
596	0.1953147977
597	0.1950483245
598	0.194943217
599	0.1947132254
600	0.1945352052
601	0.1942186388
602	0.1940502222
603	0.1938924256
604	0.1937623792
605	0.1936332676
606	0.1934304948
607	0.1932921733
608	0.1931729533
609	0.1929713668
610	0.1926217748
611	0.1924824934
612	0.1923692326
613	0.1922336394
614	0.192029379
615	0.1918414039
616	0.1913338987
617	0.1911372761
618	0.1910180252
619	0.1907013656
620	0.1905784308
621	0.1903491356
622	0.1901111378
623	0.1899108488
624	0.1897414354
625	0.189375871
626	0.1892941035
627	0.1890513463
628	0.1889103911
629	0.1887871648
630	0.1886246451
631	0.1885370251
632	0.1884565284
633	0.1882965706
634	0.1882108606
635	0.18812809
636	0.1878244713
637	0.187640518
638	0.187570625
639	0.187365014
640	0.1871956486
641	0.187073072
642	0.1868553879
643	0.1866038027
644	0.1864805376
645	0.1862288127
646	0.1861013427
647	0.186031832
648	0.1858422749
649	0.1856906717
650	0.1854582493
651	0.1852584683
652	0.1851238599
653	0.1849936358
654	0.1848878022
655	0.1846791104
656	0.1844749932
657	0.1843584815
658	0.184202378
659	0.1841225253
660	0.1838792461
661	0.1837122063
662	0.1835386862
663	0.183470233
664	0.1832370161
665	0.1831069424
666	0.1829294389
667	0.1825895225
668	0.1825096376
669	0.1823065346
670	0.182220623
671	0.1820330063
672	0.1819238869
673	0.1817785547
674	0.1816863258
675	0.181421457
676	0.1811599442
677	0.1809560334
678	0.1808444773
679	0.1805607311
680	0.1804094985
681	0.1802672419
682	0.1802362475
683	0.1800911043
684	0.1798956098
685	0.1797550717
686	0.1796275723
687	0.1795287668
688	0.1793934651
689	0.1792019753
690	0.1789847006
691	0.1787719733
692	0.1786350834
693	0.1784791493
694	0.1783655917
695	0.1782271989
696	0.1781234643
697	0.1779518406
698	0.1777979456
699	0.1776850067
700	0.177567828
701	0.1774203434
702	0.1773160725
703	0.1772413876
704	0.1771189637
705	0.1768389985
706	0.176717644
707	0.1765953257
708	0.1764710518
709	0.1763770337
710	0.1762760673
711	0.1760235727
712	0.1759840276
713	0.175914605
714	0.1757101546
715	0.1755400142
716	0.1754475179
717	0.1752296069
718	0.1750456724
719	0.1748958513
720	0.174750424
721	0.1745898747
722	0.1745090132
723	0.1744299581
724	0.1743485787
725	0.1742290809
726	0.1739468235
727	0.1738053999
728	0.1736644688
729	0.1735520918
730	0.173311435
731	0.1731389569
732	0.1730319672
733	0.1729488729
734	0.1728040534
735	0.1726091761
736	0.1724203398
737	0.1723412878
738	0.1722125708
739	0.1719766588
740	0.1718073614
741	0.1717064844
742	0.1716337997
743	0.1714411807
744	0.171350878
745	0.1712904696
746	0.171095308
747	0.1710326175
748	0.1709472166
749	0.1708099622
750	0.1707332425
751	0.1704454481
752	0.1703594964
753	0.1702958757
754	0.1701832089
755	0.1700889399
756	0.1700291472
757	0.169970278
758	0.169870875
759	0.1698593207
760	0.16971289
761	0.169438379
762	0.1693559208
763	0.1692169019
764	0.1690259477
765	0.1688081194
766	0.1686605457
767	0.1685046969
768	0.1683931966
769	0.1682261679
770	0.1679982002
771	0.1677208804
772	0.1675599066
773	0.1674531447
774	0.1673392618
775	0.1671703107
776	0.167011233
777	0.1669326205
778	0.1667838862
779	0.1665821577
780	0.1663486151
781	0.1662402145
782	0.1661444205
783	0.1658419924
784	0.1657711222
785	0.165700756
786	0.1655650722
787	0.1654071055
788	0.1653589742
789	0.1651907191
790	0.16481436
791	0.16466365
792	0.1644999896
793	0.1643158326
794	0.1641493745
795	0.1639799843
796	0.1639023069
797	0.1637728066
798	0.1635934988
799	0.1633890983
800	0.1632145187
801	0.1630600947
802	0.162955657
803	0.1627918969
804	0.1626848366
805	0.1625503251
806	0.1623341016
807	0.1622237736
808	0.1620584312
809	0.1619646206
810	0.1617936938
811	0.1616625025
812	0.1614965564
813	0.1613247436
814	0.1612400414
815	0.1611131928
816	0.1610485045
817	0.1609885176
818	0.1607794348
819	0.1606278493
820	0.1604994247
821	0.1603064215
822	0.1602365296
823	0.1601126376
824	0.1600398172
825	0.1600172309
826	0.1596640345
827	0.1595186104
828	0.1594457157
829	0.1592408281
830	0.1591664857
831	0.1589843431
832	0.1586963988
833	0.1585952313
834	0.1584180747
835	0.1582861309
836	0.1580602162
837	0.1577924105
838	0.1576750825
839	0.1575091179
840	0.1573296079
841	0.1570881159
842	0.1569524326
843	0.1568551364
844	0.1567124723
845	0.1565754757
846	0.1564851059
847	0.1563297702
848	0.1561384212
849	0.156048941
850	0.15596908
851	0.1558671854
852	0.155756225
853	0.1555736687
854	0.1554675134
855	0.1553531116
856	0.1552782309
857	0.1551961886
858	0.1551341338
859	0.1550824714
860	0.1549725793
861	0.1546121036
862	0.1544060571
863	0.1542924262
864	0.1542223932
865	0.1540524578
866	0.1538001223
867	0.153698437
868	0.1534873615
869	0.1534530952
870	0.1533085923
871	0.1532599747
872	0.153177308
873	0.1529514542
874	0.152837631
875	0.1526404116
876	0.1523940603
877	0.1522397855
878	0.1520682864
879	0.1518832646
880	0.1516725167
881	0.1515459831
882	0.1511253041
883	0.1510539016
884	0.1509277658
885	0.1507866687
886	0.1506544368
887	0.1505789375
888	0.15054357
889	0.1504964391
890	0.1503263752
891	0.1502170533
892	0.1501508078
893	0.1499519976
894	0.1498710976
895	0.1497943805
896	0.1496686144
897	0.14946407
898	0.1492792705
899	0.1491098155
900	0.1490595734
901	0.1489167279
902	0.1488150301
903	0.1487113303
904	0.1485745439
905	0.1485405535
906	0.1483513819
907	0.1483226521
908	0.1481164409
909	0.1480146803
910	0.147966143
911	0.147824437
912	0.1477531754
913	0.1477200067
914	0.1473716082
915	0.1472259447
916	0.1471926633
917	0.1470623038
918	0.146696563
919	0.146526841
920	0.1462310816
921	0.1460031051
922	0.1458141087
923	0.1457332441
924	0.145575989
925	0.145461532
926	0.145411987
927	0.1452926728
928	0.1451776294
929	0.1450310905
930	0.1450024651
931	0.1449196433
932	0.1448768425
933	0.1447309115
934	0.1446698847
935	0.144365452
936	0.144317646
937	0.1442322772
938	0.1441191563
939	0.1440789401
940	0.14407547
941	0.1440007909
942	0.1438971463
943	0.1436811567
944	0.1435613924
945	0.1435274029
946	0.1435105807
947	0.1432006628
948	0.1431139419
949	0.1431065696
950	0.1429707357
951	0.14283623
952	0.1426942479
953	0.1423558162
954	0.1423108639
955	0.1422750248
956	0.1421292713
957	0.142062859
958	0.1419632315
959	0.1418077041
960	0.1416579916
961	0.1414648511
962	0.1414111204
963	0.1413080092
964	0.1412980739
965	0.1412087106
966	0.14103144
967	0.1409751979
968	0.1408260369
969	0.1406745066
970	0.140500731
971	0.1403324654
972	0.1402314185
973	0.1400586126
974	0.1399284355
975	0.139705767
976	0.1394994009
977	0.1394616751
978	0.1393632745
979	0.1392210879
980	0.1390785859
981	0.1388709957
982	0.1387482034
983	0.1385658913
984	0.1383966964
985	0.138256795
986	0.1380325528
987	0.137956638
988	0.1378086515
989	0.137699729
990	0.1376099356
991	0.1374633374
992	0.1373345177
993	0.1372891397
994	0.1371934531
995	0.137073735
996	0.1368401399
997	0.1366666702
998	0.1364011142
999	0.1363281496
