iter	Logloss
345	0.3461389923
346	0.3458854616
347	0.3457431863
348	0.3456468832
349	0.3454796604
350	0.3452680056
351	0.345120852
352	0.3449150452
353	0.3448469856
354	0.3445701878
355	0.3443487429
356	0.3442393285
357	0.3441368652
358	0.3440519498
359	0.343883515
360	0.3438254938
361	0.3437112078
362	0.3435939394
363	0.3433257861
364	0.3432392852
365	0.343100567
366	0.3428943339
367	0.3427008739
368	0.3426375124
369	0.3423603323
370	0.3419899409
371	0.3417150287
372	0.3415729697
373	0.3415280771
374	0.341421405
375	0.3412820451
376	0.3412788236
377	0.3410375956
378	0.3409052094
379	0.3406602539
380	0.3405234056
381	0.3403709021
382	0.340274734
383	0.3401719169
384	0.3400047774
385	0.3399477057
386	0.3398254777
387	0.3396676046
388	0.3396619148
389	0.339592616
390	0.3394269239
391	0.3393314613
392	0.3392868764
393	0.339082765
394	0.3389708923
395	0.3388266551
396	0.3388240732
397	0.3386569206
398	0.3385212516
399	0.3383673267
400	0.3381885737
401	0.3380849312
402	0.3379930706
403	0.33791893
404	0.3378318729
405	0.3377619559
406	0.3377487134
407	0.3375815975
408	0.3374122899
409	0.3371751881
410	0.3370972351
411	0.3369805527
412	0.3368511626
413	0.3366664033
414	0.3364669207
415	0.3363998018
416	0.3363080625
417	0.3361480165
418	0.3360204143
419	0.3358541998
420	0.3357881137
421	0.3356536213
422	0.3355444784
423	0.3354177445
424	0.3352935402
425	0.3352722884
426	0.3351302191
427	0.3350655718
428	0.334852258
429	0.3346305789
430	0.3345677062
431	0.3345593067
432	0.3343890142
433	0.334266604
434	0.3341573332
435	0.3338977789
436	0.3336970823
437	0.3335809987
438	0.3334689344
439	0.333294217
440	0.3331710122
441	0.333049177
442	0.3329193731
443	0.33280152
444	0.3327577598
445	0.3326190293
446	0.3325652064
447	0.3324141192
448	0.3321309256
449	0.3320680036
450	0.3319282581
451	0.3317641916
452	0.3316699198
453	0.3315343856
454	0.3314259225
455	0.3312207882
456	0.3310422287
457	0.3309335746
458	0.3308602331
459	0.3307952391
460	0.3307273588
461	0.3306880613
462	0.3306676956
463	0.3305494684
464	0.3304160549
465	0.3303524755
466	0.3303124425
467	0.3301929017
468	0.3300059026
469	0.3299867465
470	0.3298040227
471	0.3297350937
472	0.3295436226
473	0.32946404
474	0.3294293138
475	0.3293916673
476	0.3291823994
477	0.3290894597
478	0.3290137332
479	0.3289123606
480	0.3287259807
481	0.3286639557
482	0.328547046
483	0.328447167
484	0.3282930277
485	0.32818819
486	0.3281708728
487	0.3281245612
488	0.3279129933
489	0.3277169855
490	0.3275110999
491	0.3274610881
492	0.3273150448
493	0.3269695301
494	0.3269514778
495	0.326827109
496	0.3266989802
497	0.3266399557
498	0.3264705971
499	0.3264002843
500	0.3263026675
501	0.326289503
502	0.3262232617
503	0.326094124
504	0.3260338859
505	0.3259107608
506	0.325776996
507	0.3257051401
508	0.3255457994
509	0.3254290934
510	0.3252685012
511	0.3251666629
512	0.3251665797
513	0.3250664085
514	0.3249453773
515	0.3248679854
516	0.3247517713
517	0.3246602415
518	0.3246596772
519	0.324594908
520	0.3244931419
521	0.3243361469
522	0.3242271272
523	0.3240280478
524	0.3239109426
525	0.3238659505
526	0.3238026666
527	0.323741337
528	0.3237050003
529	0.3236379524
530	0.3235942605
531	0.3234413036
532	0.3233696528
533	0.3232634907
534	0.3229977609
535	0.3229969196
536	0.3228474952
537	0.3227973424
538	0.3226019366
539	0.3225727889
540	0.3223207853
541	0.3222105532
542	0.3220931165
543	0.3219770504
544	0.3218927474
545	0.3218779005
546	0.3217994316
547	0.3216942397
548	0.3214845942
549	0.3212567677
550	0.3211472403
551	0.3210901194
552	0.3210605502
553	0.3209479386
554	0.3208345022
555	0.3207406403
556	0.3206194068
557	0.3206047084
558	0.3204892058
559	0.3204097985
560	0.3203488752
561	0.3202605219
562	0.3200468041
563	0.3199363471
564	0.3197680822
565	0.3197095895
566	0.3196975962
567	0.3195750127
568	0.319491587
569	0.3194446238
570	0.3193653927
571	0.3192753141
572	0.319103826
573	0.319048056
574	0.318910658
575	0.3188642514
576	0.318744094
577	0.3187159454
578	0.318616024
579	0.3185859616
580	0.3184148212
581	0.3182923426
582	0.3182045235
583	0.3180157183
584	0.3178803573
585	0.3177559519
586	0.3176568592
587	0.3175153418
588	0.317375451
589	0.3172915067
590	0.317227637
591	0.3171298825
592	0.3169888603
593	0.316805713
594	0.3166999713
595	0.3166424043
596	0.3165670139
597	0.3165267815
598	0.3164352252
599	0.3163491537
600	0.3162454736
601	0.3161118654
602	0.3161008038
603	0.3159723886
604	0.3158351475
605	0.3157366834
606	0.3155490902
607	0.3153681798
608	0.3152500232
609	0.315198731
610	0.3151798553
611	0.3151079357
612	0.315043383
613	0.3150365482
614	0.3149779304
615	0.314928604
616	0.3148527901
617	0.3148406816
618	0.3147858428
619	0.3147160707
620	0.3146253287
621	0.3144753971
622	0.3144623042
623	0.3144491745
624	0.3144136518
625	0.3142566022
626	0.3141072264
627	0.3140984255
628	0.3140141838
629	0.3139441362
630	0.3138682259
631	0.3135867762
632	0.3134626653
633	0.3133591679
634	0.3132427761
635	0.3132091834
636	0.3130542004
637	0.3129405322
638	0.3129140438
639	0.312828229
640	0.3127530533
641	0.3125915475
642	0.3124412449
643	0.3123513391
644	0.3121777291
645	0.3120532578
646	0.3119618818
647	0.3118762627
648	0.3117943911
649	0.3117744546
650	0.3116620007
651	0.311540538
652	0.3114441154
653	0.3113194717
654	0.3113014044
655	0.3112531553
656	0.3111028965
657	0.3108550748
658	0.3106815672
659	0.3105046484
660	0.3103519858
661	0.3102462916
662	0.3101611009
663	0.310113179
664	0.3100461137
665	0.3099493344
666	0.3098949899
667	0.3098548912
668	0.3096258901
669	0.3094391281
670	0.3093775554
671	0.3093272714
672	0.3092640908
673	0.3091443589
674	0.3091252824
675	0.3090527402
676	0.3088818972
677	0.3087829275
678	0.3086500537
679	0.3086302399
680	0.3085426769
681	0.308444996
682	0.308350783
683	0.3082343004
684	0.3081943484
685	0.3081081742
686	0.308034151
687	0.3079393063
688	0.3079087182
689	0.3077474435
690	0.3075981336
691	0.3074955218
692	0.3073739746
693	0.3073092151
694	0.3072258007
695	0.307137095
696	0.3070658809
697	0.3070482109
698	0.3068783552
699	0.3066998539
700	0.3066297035
701	0.3064545316
702	0.3062754964
703	0.3062015703
704	0.3060091587
705	0.3058273002
706	0.3057385449
707	0.3055855694
708	0.3055357966
709	0.3054340129
710	0.3052960812
711	0.3052074743
712	0.3051486705
713	0.305067246
714	0.3049914937
715	0.3048246996
716	0.3046562349
717	0.3045891638
718	0.3045429763
719	0.3044918722
720	0.3043745471
721	0.3042551401
722	0.3039704608
723	0.3038780007
724	0.3038544441
725	0.3036475713
726	0.3034784981
727	0.3032877018
728	0.3032366205
729	0.3031721212
730	0.3030524867
731	0.3028375817
732	0.3027750136
733	0.3027660588
734	0.3026947806
735	0.3025340333
736	0.302493249
737	0.3024187154
738	0.3023455391
739	0.3021918885
740	0.302184081
741	0.30208564
742	0.3020138294
743	0.3019554595
744	0.3016935146
745	0.3016203092
746	0.3013812172
747	0.3012574853
748	0.3011247765
749	0.3009792772
750	0.3009195607
751	0.3007463179
752	0.3006611409
753	0.3004717734
754	0.3003266359
755	0.3002716694
756	0.3001901777
757	0.300069222
758	0.300008339
759	0.2999430597
760	0.299871774
761	0.2997510161
762	0.2996894191
763	0.299612055
764	0.2995636295
765	0.2994831815
766	0.2993970693
767	0.2992689068
768	0.2991732949
769	0.2990167162
770	0.2990128704
771	0.2988511116
772	0.2987590234
773	0.2985252937
774	0.2983466408
775	0.2981444705
776	0.2981038
777	0.2980437512
778	0.2978752761
779	0.2977645178
780	0.2976838051
781	0.2976724502
782	0.2975058265
783	0.2972729921
784	0.2972201031
785	0.2971448884
786	0.2968631874
787	0.2968262442
788	0.296666687
789	0.2966143593
790	0.2964676116
791	0.2963723507
792	0.2962782812
793	0.2961232891
794	0.2960876064
795	0.2959502587
796	0.2958533117
797	0.2956673673
798	0.2956333501
799	0.2955314822
800	0.295503764
801	0.295498669
802	0.2954503994
803	0.2953877136
804	0.295270654
805	0.2952351774
806	0.2950092208
807	0.2949676329
808	0.2949027119
809	0.2948592515
810	0.2948550122
811	0.2947298217
812	0.2946526462
813	0.2946111193
814	0.2945533391
815	0.2944770822
816	0.2942349176
817	0.2941835985
818	0.2940702675
819	0.2940672944
820	0.2940326239
821	0.2939233535
822	0.2938596329
823	0.2936414188
824	0.2935170018
825	0.293452756
826	0.293377512
827	0.2933199476
828	0.2931003848
829	0.2930150734
830	0.2929195988
831	0.292801348
832	0.2927185421
833	0.2926884478
834	0.2926106684
835	0.2925685122
836	0.2925240383
837	0.292365173
838	0.2923511869
839	0.2923108241
840	0.2922755938
841	0.2921616391
842	0.2920412244
843	0.2920034998
844	0.2919597079
845	0.2918961658
846	0.2917116666
847	0.2916653331
848	0.2915151071
849	0.2914415647
850	0.2912090913
851	0.2910958374
852	0.2909290128
853	0.2908498627
854	0.2905100428
855	0.2903283722
856	0.2903016796
857	0.2901581436
858	0.2899279535
859	0.2898368219
860	0.289707392
861	0.2896667172
862	0.2896299355
863	0.2895009479
864	0.2894068985
865	0.2892407559
866	0.2889979588
867	0.2888349053
868	0.2888095138
869	0.2885308543
870	0.288491007
871	0.2884420045
872	0.2883982406
873	0.2883713428
874	0.2881212486
875	0.2880603581
876	0.2879700239
877	0.2878883225
878	0.2876477804
879	0.2874759055
880	0.2873850082
881	0.2872523066
882	0.2872002053
883	0.2870807447
884	0.287019408
885	0.2867704597
886	0.2867266831
887	0.2865397442
888	0.2864554773
889	0.286396758
890	0.2863557899
891	0.2863269942
892	0.286183716
893	0.2860833404
894	0.2858435008
895	0.2857476907
896	0.2857181789
897	0.2855442123
898	0.2853715472
899	0.2853340631
900	0.2852473441
901	0.2850122873
902	0.2848945846
903	0.28486861
904	0.2847670541
905	0.2847241004
906	0.28466139
907	0.2845365594
908	0.2844866617
909	0.2844837873
910	0.284395146
911	0.2843522599
912	0.2842826429
913	0.2842460808
914	0.2839524068
915	0.2837424243
916	0.2836064186
917	0.2834977554
918	0.2833961996
919	0.2833641215
920	0.2832885808
921	0.2831804421
922	0.2830510579
923	0.2829814134
924	0.2828535817
925	0.2828122146
926	0.2827541211
927	0.2825587003
928	0.282510448
929	0.2824167569
930	0.2823508906
931	0.2822718497
932	0.28220386
933	0.2821383713
934	0.2820260837
935	0.2819621606
936	0.2818167012
937	0.281792176
938	0.2816229742
939	0.2815622068
940	0.2815005872
941	0.2813782946
942	0.2813115631
943	0.2812187897
944	0.2811578073
945	0.2809697774
946	0.2807746557
947	0.2805072702
948	0.2804568405
949	0.2803832468
950	0.2801516445
951	0.2800925193
952	0.2799370812
953	0.2798731801
954	0.2798305152
955	0.2797007928
956	0.2796503529
957	0.2796184131
958	0.2795371345
959	0.2794914796
960	0.2794282653
961	0.2793545178
962	0.2792673318
963	0.2792427494
964	0.2791484255
965	0.2790989597
966	0.2790537198
967	0.2788684726
968	0.2787995227
969	0.2787240288
970	0.2786821343
971	0.2785901969
972	0.27852408
973	0.2784174199
974	0.2783771228
975	0.278329629
976	0.2780754239
977	0.2779867623
978	0.2777758699
979	0.2777282378
980	0.2776912195
981	0.277668172
982	0.2776429662
983	0.2776034546
984	0.2774214818
985	0.2773874501
986	0.2773296191
987	0.2771141344
988	0.2769472869
989	0.2768853678
990	0.2768341952
991	0.276679898
992	0.2766094329
993	0.2765289372
994	0.2764231345
995	0.2763444279
996	0.2762016396
997	0.2759595134
998	0.2757457481
999	0.2755452492
