iter	RMSE
534	3898.085488
535	3897.745445
536	3897.452329
537	3897.098639
538	3896.196946
539	3894.78728
540	3893.576825
541	3891.285536
542	3890.535139
543	3889.527434
544	3888.79878
545	3888.461808
546	3887.76685
547	3885.708899
548	3884.717695
549	3884.345863
550	3881.877727
551	3881.479841
552	3880.991432
553	3879.972253
554	3879.618694
555	3879.183981
556	3878.855836
557	3877.858408
558	3877.532309
559	3875.991519
560	3874.397868
561	3873.14682
562	3870.751977
563	3869.852491
564	3868.559639
565	3868.179566
566	3867.15125
567	3866.680322
568	3866.069949
569	3865.124603
570	3864.137818
571	3863.302129
572	3863.12863
573	3862.246286
574	3861.334712
575	3860.682504
576	3858.681166
577	3858.361544
578	3856.631946
579	3855.854852
580	3853.714312
581	3852.109391
582	3850.831054
583	3850.487549
584	3850.291193
585	3850.100406
586	3849.585456
587	3848.351821
588	3848.015946
589	3846.855899
590	3846.399976
591	3845.404015
592	3844.6207
593	3843.643693
594	3843.428795
595	3841.899929
596	3840.945505
597	3840.643932
598	3838.661322
599	3837.849105
600	3835.833368
601	3834.726867
602	3833.632942
603	3832.636642
604	3832.04884
605	3831.378948
606	3830.410675
607	3829.752573
608	3829.007086
609	3827.56197
610	3826.811535
611	3824.964768
612	3824.603643
613	3823.573615
614	3821.687379
615	3819.393837
616	3819.111874
617	3817.55643
618	3816.412069
619	3814.992518
620	3813.674515
621	3813.341776
622	3812.346725
623	3810.862269
624	3808.956327
625	3807.385732
626	3806.613953
627	3804.341242
628	3803.689559
629	3801.538808
630	3798.465505
631	3797.911328
632	3796.589303
633	3794.760822
634	3794.005951
635	3793.062308
636	3792.485424
637	3792.070427
638	3790.376326
639	3789.39062
640	3788.077801
641	3786.77345
642	3786.503009
643	3785.432695
644	3783.990126
645	3782.965104
646	3782.593969
647	3780.920084
648	3780.375177
649	3780.026226
650	3778.98848
651	3778.664485
652	3777.83476
653	3777.404945
654	3775.373068
655	3774.348422
656	3773.179117
657	3771.731264
658	3770.894435
659	3770.047422
660	3768.825363
661	3767.477931
662	3766.226437
663	3765.396708
664	3764.499978
665	3764.329082
666	3763.18195
667	3762.296242
668	3760.583656
669	3759.056898
670	3757.216399
671	3755.91263
672	3755.093281
673	3754.183323
674	3753.877067
675	3753.000374
676	3751.660484
677	3751.384497
678	3750.448599
679	3750.056747
680	3749.15044
681	3748.662077
682	3747.129419
683	3746.028048
684	3744.508428
685	3743.518862
686	3742.310768
687	3742.052094
688	3740.199467
689	3739.063545
690	3738.768911
691	3737.305311
692	3737.068386
693	3736.428391
694	3734.529098
695	3734.188456
696	3733.226395
697	3730.292283
698	3729.82368
699	3728.557586
700	3727.794899
701	3726.425315
702	3726.265896
703	3725.745308
704	3725.43031
705	3723.354408
706	3722.613087
707	3721.085576
708	3720.377874
709	3719.667143
710	3719.511637
711	3717.607991
712	3716.811539
713	3714.473906
714	3713.453555
715	3712.57278
716	3712.120279
717	3711.264178
718	3710.923733
719	3709.791264
720	3708.862576
721	3708.285049
722	3707.530571
723	3706.873657
724	3706.621442
725	3706.376092
726	3705.35027
727	3703.801635
728	3703.302202
729	3701.669137
730	3700.958224
731	3700.558787
732	3699.448291
733	3698.73025
734	3698.594332
735	3698.018739
736	3697.152547
737	3695.747398
738	3695.198424
739	3694.527929
740	3693.442245
741	3692.131353
742	3690.957445
743	3690.102984
744	3689.456641
745	3688.407658
746	3688.135944
747	3687.093709
748	3686.482749
749	3685.536191
750	3684.950564
751	3682.165275
752	3680.849369
753	3680.407118
754	3679.022074
755	3678.10635
756	3675.983975
757	3674.706456
758	3673.541895
759	3672.714332
760	3671.366506
761	3670.561154
762	3669.497915
763	3668.525777
764	3668.044902
765	3667.330065
766	3666.430356
767	3666.149855
768	3665.430219
769	3664.867195
770	3663.732192
771	3663.051239
772	3662.23395
773	3661.534462
774	3660.347646
775	3659.699021
776	3658.752625
777	3657.59405
778	3656.920365
779	3656.178636
780	3655.915079
781	3655.657867
782	3654.211418
783	3654.06874
784	3653.616445
785	3652.994091
786	3651.990284
787	3650.976227
788	3649.815663
789	3648.882685
790	3647.909504
791	3647.581549
792	3646.012913
793	3644.940291
794	3643.976247
795	3642.652594
796	3639.971214
797	3638.461964
798	3638.326015
799	3636.460127
800	3635.029795
801	3634.262047
802	3632.931297
803	3631.878088
804	3630.877226
805	3629.702375
806	3628.716377
807	3628.103227
808	3627.090017
809	3625.987092
810	3625.73925
811	3624.862278
812	3624.196501
813	3623.445118
814	3622.635703
815	3621.065351
816	3620.46645
817	3619.074967
818	3616.866986
819	3616.213892
820	3615.300576
821	3614.276925
822	3613.405848
823	3612.978952
824	3612.394883
825	3611.472343
826	3611.275239
827	3610.513292
828	3610.150868
829	3609.068416
830	3607.2483
831	3606.208494
832	3604.352903
833	3603.076906
834	3602.177153
835	3601.742364
836	3600.603916
837	3599.646924
838	3598.725549
839	3598.582939
840	3596.761015
841	3595.615451
842	3594.538102
843	3593.694277
844	3592.493982
845	3592.061897
846	3591.220612
847	3590.090029
848	3589.641399
849	3588.962545
850	3587.907051
851	3586.800264
852	3585.962577
853	3585.023803
854	3583.295975
855	3581.613898
856	3580.609208
857	3580.26824
858	3579.431331
859	3579.198085
860	3577.936793
861	3577.288128
862	3576.337537
863	3575.487235
864	3573.028096
865	3572.122024
866	3571.312332
867	3571.086558
868	3570.27447
869	3569.727264
870	3569.385576
871	3568.562895
872	3566.845203
873	3565.209091
874	3564.292244
875	3563.496774
876	3562.252694
877	3561.432971
878	3560.722833
879	3559.833003
880	3559.02799
881	3558.056787
882	3557.293037
883	3554.94779
884	3554.249776
885	3553.684413
886	3552.937559
887	3551.840228
888	3550.192486
889	3550.059806
890	3549.639144
891	3547.720988
892	3545.86516
893	3544.893293
894	3544.192227
895	3543.328095
896	3541.917053
897	3540.895536
898	3539.880853
899	3539.284279
900	3539.056506
901	3537.881591
902	3537.59692
903	3536.822293
904	3535.734784
905	3534.989249
906	3533.909954
907	3533.649332
908	3532.693063
909	3532.167229
910	3530.994822
911	3530.075783
912	3529.69877
913	3529.365787
914	3528.24414
915	3527.348028
916	3526.770432
917	3526.357576
918	3525.617432
919	3523.44358
920	3521.947887
921	3520.89618
922	3519.470594
923	3518.822673
924	3518.415274
925	3517.23267
926	3516.835613
927	3516.524898
928	3515.761559
929	3515.031622
930	3514.298152
931	3513.209994
932	3512.766827
933	3511.67868
934	3511.500123
935	3509.930323
936	3509.584021
937	3509.249862
938	3507.895636
939	3507.197123
940	3506.494429
941	3504.773229
942	3504.238914
943	3503.838596
944	3503.099015
945	3502.375794
946	3501.689849
947	3500.994106
948	3500.151011
949	3499.715703
950	3498.441289
951	3497.492838
952	3496.82226
953	3496.431491
954	3496.036393
955	3495.67499
956	3494.935707
957	3493.897066
958	3493.816606
959	3493.281135
960	3492.602177
961	3491.272426
962	3490.97899
963	3490.757166
964	3490.126316
965	3489.685183
966	3489.011511
967	3488.36091
968	3487.431975
969	3486.83165
970	3486.581179
971	3485.873622
972	3483.953061
973	3483.308059
974	3481.906318
975	3480.908846
976	3480.686126
977	3479.861004
978	3478.915752
979	3477.939057
980	3477.660591
981	3475.849327
982	3474.893743
983	3474.260127
984	3473.880934
985	3473.25159
986	3472.585253
987	3471.718518
988	3471.213937
989	3470.39172
990	3469.671436
991	3468.887849
992	3467.154303
993	3466.852832
994	3466.505283
995	3466.08061
996	3464.491739
997	3463.762609
998	3463.04408
999	3462.2577
